# sentence id<TAB>exact focus<TAB>title<TAB>explanation
4446986	ikävöi	Präsens und Vergangenheit gleich	ikävöidä bedeutet „vermissen“. Die dritte Person Singular ikävöi sieht im Präsens und Imperfekti gleich aus. Ohne weitere Zeitangabe entscheidet der Zusammenhang über „vermisst/vermisste“.
4446986	perhettään	Partitiv mit Besitzendung	perhe („Familie“) → perhettä (Partitiv) → perhettään („seine/ihre Familie“). ikävöidä verlangt ein Partitivobjekt; die Besitzendung bezieht sich hier auf Tomi.
4446990	kattoi pöydän	Vergangenheit und ganzes Objekt	kattaa („decken“) → kattoi („deckte“). pöytä → pöydän ist hier das ganze Objekt: Tomi deckte den Tisch. t wird im Nomenstamm zu d.
4926695	tuli hulluksi	Zustandsänderung	tulla („kommen/werden“) steht als tuli in der Vergangenheit. hullu → hulluksi ist der Translativ auf -ksi: Der Fall bezeichnet den erreichten Zustand, hier „verrückt werden“.
5143555	ui joessa	Verbform und Aufenthaltsort	uida („schwimmen“) hat in der dritten Person Singular sowohl im Präsens als auch in der Vergangenheit die Form ui. joki → joessa ist der Inessiv („im Fluss“); k fällt im Stamm weg.
5186626	Mentäiskö	Gesprochener Vorschlag im Konditional	Mentäiskö ist die gesprochene Verkürzung von mentäisiinkö. Das ist Passiv + Konditional + Fragepartikel von mennä: „Wollen/sollten wir … gehen?“.
5186626	kävelylle	Tätigkeit als Ziel	kävely („Spaziergang/Gehen“) → kävelylle. Der Allativ auf -lle steht in der Verbindung mennä kävelylle („spazieren gehen“).
5451743	Suljetaan telkkari	Passiv als Vorschlag	suljetaan gehört zu sulkea („schließen/abschalten“). Hier bedeutet die Passivform „schalten wir … aus“. telkkari ist umgangssprachlich „Fernseher“ und steht als ganzes Objekt ohne -n.
5468548	Avataan viinipullo	Gemeinsamer Vorschlag	avata („öffnen“) → avataan. Die Passivform wird hier für „öffnen wir“ verwendet. viinipullo („Weinflasche“) steht als ganzes Objekt in der Grundform.
5528825	Tööttää	Kurze Aufforderung	töötätä („hupen“) → tööttää: hier die Aufforderung an eine Person. Ein ausgesprochenes „du“ wird nicht benötigt.
6094607	Outo kysymys	Adjektiv vor dem Nomen	outo („seltsam“) bestimmt kysymys („Frage“). Beide Wörter stehen im Nominativ Singular. Als Kommentar ist die Wortgruppe ohne Verb verständlich.
6604005	ole varovainen	Aufforderung und Eigenschaft	ole ist die Aufforderung von olla („sein“), varovainen bedeutet „vorsichtig“. Der vorangestellte Name Tomi ist eine direkte Anrede, nicht das Subjekt eines Aussagesatzes.
6629994	Kaunis kaulakoru	Adjektiv und Zusammensetzung	kaunis („schön“) beschreibt kaulakoru („Halskette“), zusammengesetzt aus kaula („Hals“) und koru („Schmuck“). Beide stehen in der Grundform; ein Artikel ist im Finnischen nicht nötig.
6690541	avustasi	Grund des Dankes	apu („Hilfe“) → avusta-si: Elativ -sta plus Besitzendung -si („dein“). In der Dankesformel bedeutet das „für deine Hilfe“; p wird im Stamm zu v.
6940372	Hyökätään	Passiv als gemeinsamer Vorschlag	hyökätä („angreifen“) → hyökätään. Die Passivform kann „es wird angegriffen“ bedeuten; als selbstständiger Vorschlag ist „greifen wir an“ gemeint.
6950819	Hyvä pointti	Kurzer Kommentar	hyvä („gut“) ist ein Adjektiv im Nominativ Singular und beschreibt pointti („Punkt/Argument“), ebenfalls Nominativ Singular. Der Kommentar kommt ohne Verb aus.
7024257	Katsotaanpa	Passiv mit Gesprächspartikel	katsoa → katsotaan („schauen wir/es wird geschaut“). -pa macht den Vorschlag gesprächiger: „schauen wir uns doch/mal … an“.
7024257	tosiasioita	Partitiv Plural	tosiasia („Tatsache“) → tosiasioita. Der Partitiv Plural steht hier beim Betrachten von Tatsachen, ohne ein abgeschlossenes Ergebnis zu behaupten.
7024258	Katsotaanpa	Passiv mit Gesprächspartikel	katsoa → katsotaan („schauen wir/es wird geschaut“). -pa macht den Vorschlag gesprächiger: „schauen wir uns doch/mal … an“.
7024258	faktoja	Partitiv Plural	fakta („Fakt“) → faktoja. Die Mehrzahl im Partitiv benennt die Fakten, mit denen man sich beschäftigt.
1616034	Hienosti tehty	Bewertung mit Partizip	hienosti ist das Adverb von hieno („gut/großartig“), tehty das passive Vergangenheits­partizip von tehdä („machen“). Die verkürzte Bewertung bedeutet „gut gemacht“.
3220285	Järki käteen	Feste Aufforderung	järki bedeutet „Vernunft“, käteen ist der Illativ von käsi („Hand“). Wörtlich „Vernunft in die Hand“ fordert die verblose Wendung dazu auf, vernünftig zu sein.
3365651	Hymyä huuleen	Verblose Aufforderung	hymyä ist der Partitiv von hymy („Lächeln“), huuleen der Illativ von huuli („Lippe“). Die feste Aufforderung bedeutet sinngemäß „setz ein Lächeln auf“.
3372682	No tietty	Gesprochene Zustimmung	no ist eine Gesprächspartikel, tietty hier eine lockere Kurzform für tietysti („natürlich“). Diese kurze Antwort braucht kein Verb.
3373951	Vitsi, vitsi	Wiederholung als Korrektur	vitsi heißt „Witz“. Die Wiederholung signalisiert hier, dass die vorherige Aussage scherzhaft gemeint war. Ein vollständiger Satz mit Verb bleibt unausgesprochen.
3573526	laitettiin	Passiv in der Vergangenheit	laittaa („stellen/legen/bringen“) → laitettiin. Die Passivform nennt nicht, wer die Handlung ausführt; zusammen mit vankilaan heißt es „wurde ins Gefängnis gebracht“.
3705849	pakotettiin eroamaan	Passiv und erzwungene Tätigkeit	pakottaa („zwingen“) → pakotettiin („wurde gezwungen“). eroamaan ist der dritte Infinitiv im Illativ von erota: die Handlung, zu der jemand gezwungen wird.
3871066	Hävettää	Befinden ohne Nominativsubjekt	hävettää drückt ein Schamgefühl aus. Die betroffene Person kann im Partitiv stehen: minua hävettää („ich schäme mich“). Hier wird sie weggelassen; kauheasti verstärkt das Gefühl.
4144657	peruutettiin	Passiv in der Vergangenheit	peruuttaa („absagen/stornieren“) → peruutettiin. Der Handelnde wird nicht genannt: „wurde abgesagt“.
4144657	Lentoni	Besitzendung	lento („Flug“) + -ni („mein“) ergibt lentoni. Die Besitzendung reicht hier aus, um „mein Flug“ auszudrücken.
4197395	Tarviitko	Gesprochene Verbfrage	Tarviitko entspricht standardsprachlich tarvitsetko („brauchst du?“). Die gesprochene Form lässt Teile des -tse-Stamms weg; -t bezeichnet weiterhin „du“ und -ko die Frage.
4212898	Käpälät irti	Verblose Aufforderung	käpälät ist der Nominativ Plural von käpälä („Pfote“); irti bedeutet „los/ab“. Die umgangssprachliche Wendung meint „Finger weg!“ und kommt ohne Verb aus.
4434656	Leivotaan keksejä	Vorschlag mit Partitivobjekt	leipoa („backen“) → leivotaan („backen wir“). keksejä ist der Partitiv Plural von keksi („Keks“): eine nicht festgelegte Menge Kekse.
4881772	Vihree valo	Gesprochene Adjektivform	vihree entspricht standardsprachlich vihreä („grün“). Die Vokalfolge eä wird in dieser gesprochenen Form zu langem ee. vihree beschreibt valo („Licht“).
5300956	Siirretään sohva	Ganzes Objekt im Vorschlag	siirretään ist die Passivform von siirtää („bewegen/versetzen“), hier „versetzen wir“. sohva steht als ganzes Objekt in der Grundform: Der Satz zielt auf das Umstellen des Sofas als Ergebnis.
5300957	Siirretään sohvaa	Partitivobjekt im Vorschlag	siirretään gehört zu siirtää („bewegen/versetzen“), hier „bewegen wir“. sohvaa ist der Partitiv von sohva: Der Vorgang des Bewegens steht im Vordergrund, ohne ein fertiges Ergebnis festzulegen.
6114655	hotelliin	Rückkehr in ein Gebäude	palataan ist hier der gemeinsame Vorschlag „kehren wir zurück“. hotelli → hotelliin steht im Illativ und bezeichnet die Rückkehr ins Hotel.
6114656	hotellille	Rückkehr zu einem Ort	palataan ist hier „kehren wir zurück“. hotelli → hotellille steht im Allativ: Das Hotel wird als Zielort angegeben, ohne ausdrücklich das Innere zu betonen.
6568236	Palaan	Ich-Form von palata	palata („zurückkehren“) → palaan („ich kehre zurück“). Das Präsens kann hier eine bevorstehende Rückkehr ausdrücken.
6568236	seitsemältä	Uhrzeit mit Ablativ	seitsemän („sieben“) → seitsemältä („um sieben Uhr“). Für volle Uhrzeiten ist die Endung -lta/-ltä üblich.
6637258	OIet	Schreibfehler in der Vorlage	In OIet steht ein großes I anstelle eines kleinen l. Gemeint ist Olet („du bist“), die zweite Person Singular von olla. Der importierte Quellsatz bleibt unverändert.
6637258	unelmieni	Genitiv Plural mit Besitzendung	unelma („Traum“) → unelmien („der Träume“) → unelmieni („meiner Träume“). -ni nennt die besitzende Person; die Wortgruppe bedeutet „die Frau meiner Träume“.
6952496	kutsuttiin	Passiv in der Vergangenheit	kutsua („rufen/einladen“) → kutsuttiin („wurde eingeladen“). Die Passivform lässt die einladende Person offen; juhliin bezeichnet das Ziel, „zur Feier/zu den Festlichkeiten“.
7249447	Pestäänkö	Passivfrage als Vorschlag	pestä („waschen“) → pestään („man wäscht/es wird gewaschen“) + -kö. Als gemeinsamer Vorschlag bedeutet die Frage etwa „Waschen wir die Haare?“.
3374802	Mullon nälkä	Gesprochene Befindenskonstruktion	mullon verschmilzt mulla on, standardsprachlich minulla on („bei mir ist“). nälkä heißt „Hunger“. Finnisch formuliert „ich habe Hunger“ also mit einer Personenform auf -lla und olla.
4186327	Saako olla keksiä	Höfliche Angebotsformel	saako ist saada + Fragepartikel -ko. saako olla … ist eine höfliche Angebotsformel („darf es … sein?“). keksiä ist hier eine Partitivform für das Angebot von Keks/Gebäck.
4197512	mitäs	Gesprächspartikel am Fragewort	mitäs ist mitä („was“, Partitiv) mit der Gesprächspartikel -s. Der Zusatz macht die Frage lockerer, ohne einen neuen Fall zu bilden.
4197512	tuumit	Du-Form von tuumia	tuumia bedeutet „denken/meinen“. tuumit ist die zweite Person Singular; bei diesem Verb können Präsens und einfache Vergangenheit gleich aussehen. Die Gesprächsfrage meint hier „was meinst du?“.
4416851	Seukkaaks noi kaks	Zusammengezogene Umgangssprache	seukata ist umgangssprachlich „eine Beziehung führen“. seukkaaks entspricht einer verkürzten Frageform; noi kaks steht für nuo kaksi („die zwei“). In gesprochener Sprache wird hier die Singularform des Verbs mit einer Mehrzahl verbunden.
4941355	Yritetään keskittyä	Gemeinsamer Vorschlag mit Infinitiv	yritetään ist die Passivform von yrittää, hier „versuchen wir“. keskittyä („sich konzentrieren“) steht als ergänzende Tätigkeit im ersten Infinitiv; asiaan ist dessen Illativ-Ergänzung („auf die Sache“).
4960445	Etsiksä	Gesprochene Frage mit Pronomen	Etsiksä entspricht etsitkö sinä („suchst du?“). Verb, Fragepartikel und gesprochenes sä („du“) verschmelzen; die Standardsprache schreibt diese Bestandteile getrennt.
6165771	Eksä	Gesprochene verneinte Frage	Eksä entspricht etkö sinä („… du nicht?“). Die Verneinung und das du-Pronomen verschmelzen in der Umgangssprache. muista ist hier die negative Form von muistaa, keine Aufforderung.
6564111	Ooksä	Gesprochene Frage mit olla	Ooksä entspricht oletko sinä („bist du?“). Die Kurzform des Verbs, die Fragepartikel und sä („du“) werden zusammengezogen.
6584407	Ooksä naimisis	Gesprochene feste Wendung	Ooksä naimisis entspricht oletko sinä naimisissa („bist du verheiratet?“). olla naimisissa ist eine feste Zustandsangabe; in der gesprochenen Form fallen unbetonte Lautteile weg.
6594156	Ooksä laihtunu	Gesprochenes Perfekt	Ooksä laihtunu entspricht oletko sinä laihtunut („hast du abgenommen?“). olla ist das Hilfsverb; laihtunut das Vergangenheits­partizip von laihtua. Das abschließende t entfällt in der gesprochenen Form.
6946870	Unohdetaan	Gemeinsamer Vorschlag	unohtaa („vergessen“) → unohdetaan. Die Passivform steht hier für „vergessen wir“. koko juttu („die ganze Sache“) ist das ganze Objekt.
6946870	jooko	Zustimmung erbitten	jooko besteht aus joo („ja“) und der Fragepartikel -ko. Als Nachsatz bittet es um Zustimmung: „ja?/okay?“.
6957454	tuli esiin	Bewegungsverb in einer festen Verbindung	tuli ist hier die Vergangenheit von tulla („kommen“), nicht das gleich geschriebene Nomen tuli („Feuer“). tulla esiin bedeutet „hervorkommen/sichtbar werden“.
7570148	Näin on näppylät	Feste umgangssprachliche Bestätigung	Näin bedeutet hier „so“, nicht „ich sah“. Die feste Wendung Näin on näppylät bestätigt eine Aussage sinngemäß mit „so ist es/genau so“.
3542259	ei halunnut	Verneinte Vergangenheit	haluta („wollen“) steht in der verneinten Vergangenheit als ei halunnut. Die Person wird durch ei ausgedrückt, die Vergangenheit durch das Partizip halunnut.
3542259	vaikka niissä oli	Einräumung und Ortsform	vaikka bedeutet hier „obwohl“. niissä ist die Inessiv-Pluralform von se („in ihnen“) und verweist auf die Würmer; oli ist Vergangenheit von olla.
4881794	ärsyttääkseen	Zweck mit Besitzendung	ärsyttää („ärgern“) → ärsyttääkseen: längerer erster Infinitiv mit einer Besitzendung für die dritte Person. Die Form bezeichnet Tomis Zweck: „um Mari zu ärgern“.
4881794	paitaansa	Partitiv mit Besitzendung	paita („Hemd“) → paitaa (Partitiv) → paitaansa („sein/ihr Hemd“). pitää bedeutet hier „tragen“ und beschreibt das Tragen als Tätigkeit.
4938203	Tomin oli vaikeaa uskoa	Schwierigkeit mit Genitiv	Tomin nennt die betroffene Person im Genitiv. oli vaikeaa + Infinitiv heißt „es war schwierig zu …“; uskoa ist die Grundform von „glauben“.
4938203	haluaisi	Wunsch im Konditional	haluaisi gehört zu haluta („wollen“), Konditional in der dritten Person Singular. Der dass-Satz beschreibt hier einen vorgestellten Wunsch von Mari.
5069401	kehittyväni	Inhaltssatz mit Besitzendung	kehittyä („sich entwickeln“) → kehittyvä-ni: Das VA-Partizip steht in der Referativkonstruktion mit -ni für „ich“. Es entspricht einem Inhaltssatz wie „dass ich mich entwickle“; die Handlung ist zum Fühlen gleichzeitig.
5137062	tehneensä	Vorzeitiger Inhaltssatz	tehneensä gehört zu tehdä („machen“). Das Vergangenheits­partizip in der Referativkonstruktion bezeichnet eine schon geschehene Handlung: „dass er selbst … gemacht hatte“. Die Besitzendung verweist auf Tomi.
5146580	liian ujo puhuakseen	Zu …, um zu …	liian ujo heißt „zu schüchtern“. puhuakseen ist die längere Form des ersten Infinitivs von puhua mit Besitzendung. In dieser Gradkonstruktion bedeutet sie „um sprechen zu können“.
5303609	Tomin kunnioittavan	Gewünschte Handlung als Partizipkonstruktion	Tomin nennt im Genitiv, wer handeln soll. kunnioittavan ist die Genitivform des VA-Partizips von kunnioittaa („respektieren“). Nach haluan bedeutet die Konstruktion „ich möchte, dass Tomi … respektiert“.
5303609	minua	Partitiv beim Respektieren	minua ist der Partitiv von minä („ich“). kunnioittaa verlangt hier dieses Partitivobjekt: die Person, die respektiert werden soll.
5384362	jättävänsä hänet	Inhaltssatz mit eigenem Objekt	jättävänsä ist eine Partizipkonstruktion zu jättää („verlassen“) mit Besitzendung für das Subjekt Mari: „dass sie ihn verlässt/verlassen werde“. hänet ist die Akkusativform für die verlassene Person.
6621535	Voisin vaikka vannoa	Möglichkeit verstärken	voisin ist „ich könnte“, Konditional von voida. vaikka verstärkt hier die Bereitschaft im Sinn von „sogar“, nicht „obwohl“. vannoa („schwören“) folgt im Infinitiv.
6621535	näin jonkun	Vergangenheit mit ganzem Objekt	näin ist hier „ich sah“, die Vergangenheit von nähdä. jonkun ist die Form für „jemanden“ als ganzes Objekt; es geht nicht um das Adverb näin („so“).
6704251	ei ole ainoastaan	Nicht nur …	ei ole ainoastaan bedeutet „ist nicht nur“. Die Verneinung schränkt die Bezeichnung nicht völlig aus, sondern bereitet die Ergänzung mit myös („auch“) vor.
6704251	veljeni	Besitzendung	veli („Bruder“) → veljeni: -ni bedeutet „mein“, und im Stamm erscheint j. Mit minun kann der Besitzer zusätzlich ausdrücklich genannt werden.
6829117	en halunnu	Gesprochene verneinte Vergangenheit	en halunnu entspricht standardsprachlich en halunnut („ich wollte nicht“). Das Partizip halunnut verliert in der gesprochenen Form sein abschließendes t; die Verneinung en trägt die Person.
6829117	mut	Gesprochene Konjunktion	mut ist hier die Kurzform von mutta („aber“). Sie verbindet die zunächst nicht gewünschte Handlung mit der Bitte und deren Folge; joten bedeutet anschließend „also/deshalb“.
6862376	Pysyäkseen hereillä	Zweckkonstruktion	pysyä („bleiben“) → pysyäkseen. Die längere Infinitivform mit Besitzendung nennt Tomis Zweck: „um wach zu bleiben“. hereillä ist die feste Zustandsangabe „wach“.
6862376	muutaman kupin kahvia	Menge mit Stoffbezeichnung	muutaman kupin bedeutet hier „ein paar Tassen“ als abgegrenzte Gesamtmenge. kahvia ist der Partitiv von kahvi und nennt den Inhalt der Tassen.
6862403	auttavasi	Versprochene Handlung	auttavasi gehört zu auttaa („helfen“): VA-Partizip in der Referativkonstruktion mit -si für „du“. Nach lupasit entspricht es „du versprachst, dass du helfen würdest“.
6862403	sen tekemisessä	Tätigkeit als Nomen	tekeminen („das Machen“) steht im Inessiv tekemisessä („beim Machen“). sen („dessen/das“) nennt, was gemacht wird; die Verbindung bedeutet „dabei, das zu tun“.
6877953	Tomin tietävän	Inhalt einer gewünschten Handlung	Tomin steht als Subjekt der Partizipkonstruktion im Genitiv. tietävän gehört zum VA-Partizip von tietää („wissen“). Die Frage bedeutet „willst du nicht, dass Tomi … weiß?“.
6930596	Tomin kärsivän	Inhalt trotz verneintem Hauptverb	Tomin nennt den Leidenden im Genitiv, kärsivän gehört zum VA-Partizip von kärsiä („leiden“). Verneint ist halua („wollen“): „ich will nicht, dass Tomi leidet“. Die Partizipkonstruktion selbst bleibt bejaht.
6970979	valehdelleensa	Vorzeitiges Partizip mit Besitzendung	valehdelleensa gehört zu valehdella („lügen“). Die Referativkonstruktion mit Vergangenheits­partizip drückt eine vorherige Handlung aus: „dass er selbst gelogen hatte“. Die Besitzendung verweist auf Tomi.

# Level 1 expansion: reviewed notes for 142 new Tatoeba cards (2026-09-12)
368188	En	Verneinungsverb	Finnisch beugt die Verneinung nach der Person: en „ich nicht“, et „du nicht“, ei „er/sie/es nicht“, emme „wir nicht“, ette „ihr nicht“, eivät „sie nicht“. Zeitform und Modus erkennt man zusätzlich an der folgenden Verbform.
368188	En puhu	Verneintes Sprechen	en zeigt „ich … nicht“ an; puhu ist die unveränderliche Verneinungsform von puhua („sprechen“). japania ist der Partitiv von japani und bezeichnet hier die gesprochene Sprache.
368189	Minulla on	Besitz ausdrücken	minulla ist die Adessivform von minä („ich“). Mit on entsteht „ich habe“, mit oli „ich hatte“: Finnisch formuliert Besitz wörtlich als „bei mir ist/war“. Mit einem Befindenswort kann die Konstruktion auch „mir ist/war …“ bedeuten.
368189	on	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
368189	Minulla	Personenform mit -lla/-llä	Dies ist der Adessiv: etwa minulla „bei mir“ oder meillä „bei uns“. Mit olla dient er oft dazu, Besitz oder ein Befinden auszudrücken.
668643	Olen	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
773382	Onko	Frage mit olla	Die Fragepartikel -ko wird an die gebeugte Form von olla angehängt: onko „ist …?“, oletko „bist du …?“, oliko „war …?“. Person und Zeitform bleiben am Verb erkennbar.
773382	lapsia	Kinder im Partitiv Plural	lapsi („Kind“) wird zu lapsia. Der Partitiv Plural fragt hier nach Kindern, ohne eine bestimmte Anzahl vorauszusetzen.
781098	Onko	Frage mit olla	Die Fragepartikel -ko wird an die gebeugte Form von olla angehängt: onko „ist …?“, oletko „bist du …?“, oliko „war …?“. Person und Zeitform bleiben am Verb erkennbar.
781098	sinulla jano	Durst haben	Finnisch sagt wörtlich „bei dir ist Durst“: sinulla ist die Adessivform von sinä, jano bedeutet „Durst“. onko macht daraus eine Frage.
809255	Olen	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
809255	kotona	Zuhause: Ort und Richtung	Lerne diese Formen zusammen: kotona „zu Hause“, kotiin „nach Hause“, kotoa „von zu Hause“. Die deutsche Präposition steckt hier in der finnischen Form.
824139	on	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
824139	Hän	Personalpronomen	minä „ich“, sinä „du“, hän „er/sie“, me „wir“, te „ihr/Sie“, he „sie (Mehrzahl)“: Finnisch unterscheidet bei hän kein männliches oder weibliches Geschlecht. In der ersten und zweiten Person kann die Verbendung das Pronomen oft ersetzen.
846250	on	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
846250	Hän	Personalpronomen	minä „ich“, sinä „du“, hän „er/sie“, me „wir“, te „ihr/Sie“, he „sie (Mehrzahl)“: Finnisch unterscheidet bei hän kein männliches oder weibliches Geschlecht. In der ersten und zweiten Person kann die Verbendung das Pronomen oft ersetzen.
866832	Olen	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
866832	18 vuotta	Alter angeben	Nach der Zahl 18 steht vuosi („Jahr“) im Partitiv Singular: vuotta. vanha bedeutet „alt“; zusammen lautet die Altersangabe „18 Jahre alt“.
891790	Minulla on	Besitz ausdrücken	minulla ist die Adessivform von minä („ich“). Mit on entsteht „ich habe“, mit oli „ich hatte“: Finnisch formuliert Besitz wörtlich als „bei mir ist/war“. Mit einem Befindenswort kann die Konstruktion auch „mir ist/war …“ bedeuten.
891790	koti-ikävä	Heimweh haben	koti-ikävä verbindet koti („Zuhause“) mit ikävä („Sehnsucht“). Mit minulla on entsteht die feste Verbindung „ich habe Heimweh“.
936878	Olen	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
936878	parvekkeella	Auf dem Balkon	parveke („Balkon“) → parvekkeella: Der Adessiv auf -lla bezeichnet hier den Aufenthaltsort. Im Wortstamm erscheint dabei ein doppeltes k.
1009868	Haluan	Verbform: haluta	haluan gehört zu haluta („wollen“): erste Person Singular (ich) im Präsens. Die Verbform zeigt die Person; das Präsens kann je nach Zusammenhang auch Zukünftiges bezeichnen.
1009868	englantia	Sprachbezeichnung im Partitiv	Die Sprachbezeichnung steht im Partitiv, zum Beispiel suomi → suomea. Beim Sprechen, Lernen oder Verstehen einer Sprache ist diese Form üblich.
1009868	opiskella	Infinitiv: opiskella	opiskella („studieren/lernen“) ist die Grundform des Verbs. Sie nennt die Tätigkeit, ohne selbst eine Person auszudrücken; nach Verben wie „wollen“ oder „können“ wird diese Infinitivform verwendet.
1009871	on	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
1009871	koirasi	Dein Hund	koira („Hund“) + Besitzendung -si ergibt koirasi („dein Hund“). Das zusätzliche Pronomen sinun („dein“) kann entfallen.
1011528	Olen	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
1011528	kotoisin Norjasta	Herkunft angeben	kotoisin bedeutet „ursprünglich aus“. Norja („Norwegen“) steht als Norjasta im Elativ auf -sta: Er bezeichnet hier die Herkunft.
1011549	Onko	Frage mit olla	Die Fragepartikel -ko wird an die gebeugte Form von olla angehängt: onko „ist …?“, oletko „bist du …?“, oliko „war …?“. Person und Zeitform bleiben am Verb erkennbar.
1011549	kaikki	Gesamtheit	kaikki bedeutet „alles“ oder „alle“. Als selbstständiges Wort kann es eine Sache insgesamt oder eine Personengruppe bezeichnen; beim Verb muss man daher auf den gemeinten Zusammenhang achten.
1012487	Onko	Frage mit olla	Die Fragepartikel -ko wird an die gebeugte Form von olla angehängt: onko „ist …?“, oletko „bist du …?“, oliko „war …?“. Person und Zeitform bleiben am Verb erkennbar.
1012487	talossa	Im Haus	talo („Haus“) → talossa. Der Inessiv auf -ssa bezeichnet das Innere eines Ortes. onko fragt hier, ob es dort eine Waschmaschine gibt.
1014420	Olet	Formen von olla	olla bedeutet „sein“: olen „ich bin“, olet „du bist“, on „ist“, olemme „wir sind“, olette „ihr seid/Sie sind“, ovat „sie sind“. Vor einem Partizip dient olla auch als Hilfsverb; in Besitz- und Existenzsätzen wird oft „haben“ oder „es gibt“ übersetzt.
